checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher,source,member_verified
9207.0,1044,527,2025-10-20,2025-11-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House,database,True
9323.0,1072,519,2024-01-23,2024-01-28,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9337.0,1072,529,2024-11-13,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,database,True
9326.0,1062,501,2024-08-15,2024-08-21,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9128.0,1024,501,2025-06-12,2025-06-19,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9123.0,1027,511,2025-03-23,2025-04-11,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,database,True
9003.0,1015,501,2024-08-04,2024-08-13,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9066.0,1005,513,2025-07-15,2025-07-31,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9053.0,1008,516,2025-07-20,2025-08-08,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,database,True
9052.0,1019,501,2024-06-20,2024-06-29,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9162.0,1030,519,2025-08-27,2025-09-11,Reem,Osman,,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9027.0,1018,519,2024-11-04,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9194.0,1024,513,2024-09-17,2024-10-09,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9120.0,1034,526,2025-06-06,2025-06-26,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House,database,True
9182.0,1037,525,2024-05-19,2024-06-03,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,database,True
9241.0,1059,519,2025-01-04,2025-01-11,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9172.0,1030,513,2025-05-04,2025-05-26,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9193.0,1034,519,2024-09-15,2024-10-01,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9100.0,1010,513,2025-08-27,2025-09-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9227.0,1059,513,2024-11-02,2024-11-20,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9110.0,1030,506,2024-05-14,2024-05-30,Reem,Osman,,Nasr City,Active,2025-04-01,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,database,True
9021.0,1008,501,2025-05-22,2025-05-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9007.0,1008,507,2025-03-15,2025-03-31,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9365.0,1075,501,2024-01-17,2024-02-01,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9142.0,1027,516,2024-09-21,2024-10-14,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,database,True
9073.0,1008,513,2025-02-13,,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9024.0,1010,507,2025-01-27,2025-02-09,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9067.0,1008,507,2024-01-05,2024-01-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9324.0,1061,529,2025-03-12,2025-04-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,database,True
9250.0,1044,507,2025-08-05,2025-08-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9090.0,1016,507,2025-02-18,2025-03-04,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9198.0,1027,524,2024-10-03,2024-10-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers,database,True
9046.0,1022,513,2024-02-22,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,database,True
9115.0,1034,502,2025-12-16,2026-01-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,database,True
9310.0,1067,511,2024-02-04,2024-02-12,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,database,True
9357.0,1077,516,2024-07-26,2024-08-15,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,database,True
9286.0,1072,507,2024-08-09,2024-08-16,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9354.0,1079,502,2024-03-09,2024-03-18,Rana,Osman,8.0,Shubra,Active,2024-10-27,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,database,True
9290.0,1065,519,2025-10-09,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,database,True
9257.0,1047,501,2024-10-18,2024-11-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
9261.0,1047,509,2025-09-02,2025-09-18,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,database,True
9119.0,1024,518,2025-02-26,2025-03-15,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,database,True
9313.0,1068,507,2024-12-13,2024-12-19,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,database,True
9213.0,1050,501,2024-05-07,2024-05-14,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,database,True
